val_loss,auc,val_Accuracy,val_CohenKappa,val_F1,val_Recall,val_Precision,epoch,step
0.6768840551376343,0.3164319396018982,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,0,19
0.6787965297698975,0.31924885511398315,0.6732673048973083,-0.057088494300842285,0.40236687660217285,0.47887325286865234,0.3469387888908386,1,39
0.6788688898086548,0.31971830129623413,0.6930692791938782,0.006977498531341553,0.4385870397090912,0.5025821328163147,0.5187075138092041,2,59
0.6510224938392639,0.3262910842895508,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,3,79
0.6692569255828857,0.32769954204559326,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,4,99
0.6639955639839172,0.32910799980163574,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,5,119
0.6748383045196533,0.3323943614959717,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,6,139
0.6566020250320435,0.33004695177078247,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,7,159
0.6802797317504883,0.3380281925201416,0.6831682920455933,-0.01189720630645752,0.4341736435890198,0.49553993344306946,0.4755154550075531,8,179
0.6782991886138916,0.34366196393966675,0.6930692791938782,0.006977498531341553,0.4385870397090912,0.5025821328163147,0.5187075138092041,9,199
0.6471474766731262,0.34600937366485596,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,10,219
0.6383981108665466,0.3643192648887634,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,11,239
0.6504245400428772,0.3624413013458252,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,12,259
0.6616426706314087,0.3712441325187683,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,13,279
0.6572499871253967,0.3704225420951843,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,14,299
0.6852073073387146,0.37136149406433105,0.603960394859314,-0.12097680568695068,0.41887223720550537,0.44882628321647644,0.41050902009010315,15,319
0.6680092215538025,0.37370893359184265,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,16,339
0.6368688941001892,0.374178409576416,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,17,359
0.6553700566291809,0.3901408314704895,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,18,379
0.6482047438621521,0.38356807827949524,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,19,399
0.6334885358810425,0.405633807182312,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,20,419
0.6793091297149658,0.39530515670776367,0.6435643434524536,-0.05697667598724365,0.43888893723487854,0.4769952893257141,0.446153849363327,21,439
0.648267388343811,0.4009389877319336,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,22,459
0.6380321383476257,0.4117370843887329,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,23,479
0.6206792593002319,0.4629107713699341,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,24,499
0.669086217880249,0.40657275915145874,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,25,519
0.6623254418373108,0.40985918045043945,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,26,539
0.6474655270576477,0.41971832513809204,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,27,559
0.6467031240463257,0.4178403615951538,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,28,579
0.6281076073646545,0.44882631301879883,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,29,599
0.6475655436515808,0.4187793433666229,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,30,619
0.6980820298194885,0.4140844941139221,0.4455445408821106,-0.11338591575622559,0.4204918146133423,0.4323943853378296,0.4435294270515442,31,639
0.6609262824058533,0.4384976625442505,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,32,659
0.6540922522544861,0.45117372274398804,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,33,679
0.6709134578704834,0.45352113246917725,0.6732673048973083,-0.030293703079223633,0.4297690689563751,0.48849767446517944,0.4489583373069763,34,699
0.6475064158439636,0.44741785526275635,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,35,719
0.6596453785896301,0.4469483494758606,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,36,739
0.646304726600647,0.454460084438324,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,37,759
0.6585515737533569,0.4455398917198181,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,38,779
0.650043249130249,0.4760563373565674,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,39,799
0.6607576012611389,0.46291080117225647,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,40,819
0.6565546989440918,0.4600939154624939,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,41,839
0.6890979409217834,0.43192487955093384,0.49504950642585754,-0.132834792137146,0.4305140972137451,0.4291079640388489,0.4362331032752991,42,859
0.6560937166213989,0.4610328674316406,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,43,879
0.6568290591239929,0.4661971926689148,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,44,899
0.6349380016326904,0.4877934455871582,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,45,919
0.6735635995864868,0.4516431987285614,0.6435643434524536,-0.05697667598724365,0.43888893723487854,0.4769952893257141,0.446153849363327,46,939
0.6387671828269958,0.5042253732681274,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,47,959
0.6714074015617371,0.47652584314346313,0.6633663177490234,-0.022632479667663574,0.44897302985191345,0.49107980728149414,0.4744623601436615,48,979
0.6670125722885132,0.46291083097457886,0.6732673048973083,-0.030293703079223633,0.4297690689563751,0.48849767446517944,0.4489583373069763,49,999
0.669597864151001,0.48356807231903076,0.6732673048973083,-0.030293703079223633,0.4297690689563751,0.48849767446517944,0.4489583373069763,50,1019
0.6904215216636658,0.4624413251876831,0.5148515105247498,-0.0691293478012085,0.46071702241897583,0.4624413251876831,0.4669148325920105,51,1039
0.652338981628418,0.4929577708244324,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,52,1059
0.6387617588043213,0.5079811811447144,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,53,1079
0.6650055050849915,0.49483567476272583,0.6732673048973083,-0.030293703079223633,0.4297690689563751,0.48849767446517944,0.4489583373069763,54,1099
0.6418755650520325,0.4906103312969208,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,55,1119
0.6461262702941895,0.5,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,56,1139
0.664441704750061,0.5009389519691467,0.6732673048973083,-0.030293703079223633,0.4297690689563751,0.48849767446517944,0.4489583373069763,57,1159
0.662413477897644,0.5164319276809692,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,58,1179
0.670953631401062,0.4971831142902374,0.6534653306007385,-0.015512704849243164,0.46447503566741943,0.4936619699001312,0.48636364936828613,59,1199
0.6658813953399658,0.5032863616943359,0.6732673048973083,-0.030293703079223633,0.4297690689563751,0.48849767446517944,0.4489583373069763,60,1219
0.6686243414878845,0.5032863616943359,0.6534653306007385,-0.04001176357269287,0.4439200460910797,0.4840375483036041,0.4589371979236603,61,1239
0.6324400901794434,0.5281690359115601,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,62,1259
0.6545854210853577,0.5281690359115601,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,63,1279
0.6753402352333069,0.5197182893753052,0.6237623691558838,-0.0185774564743042,0.48079007863998413,0.4917840361595154,0.48828649520874023,64,1299
0.6345973014831543,0.5394365787506104,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,65,1319
0.6359772086143494,0.530985951423645,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,66,1339
0.6654444932937622,0.5098590850830078,0.6633663177490234,-0.022632479667663574,0.44897302985191345,0.49107980728149414,0.4744623601436615,67,1359
0.6479508876800537,0.5347417593002319,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,68,1379
0.6412746906280518,0.5394365787506104,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,69,1399
0.6281711459159851,0.5427230000495911,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,70,1419
0.6411228775978088,0.5408450365066528,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,71,1439
0.6422111392021179,0.530985951423645,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,72,1459
0.6448757648468018,0.5347417593002319,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,73,1479
0.6739530563354492,0.5211267471313477,0.6336633563041687,0.018902599811553955,0.5015339255332947,0.5084506869316101,0.5115532875061035,74,1499
0.6424018740653992,0.5427230596542358,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,75,1519
0.6607614755630493,0.5281690359115601,0.6732673048973083,-0.0048236846923828125,0.454054057598114,0.49812206625938416,0.4939209818840027,76,1539
0.6662863492965698,0.5352112650871277,0.6534653306007385,-0.015512704849243164,0.46447503566741943,0.4936619699001312,0.48636364936828613,77,1559
0.6487252116203308,0.5225352048873901,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,78,1579
0.6813684105873108,0.5197182893753052,0.5643564462661743,-0.004520773887634277,0.49682968854904175,0.4976525902748108,0.497805118560791,79,1599
0.6475333571434021,0.5431925058364868,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,80,1619
0.6473380923271179,0.5469483733177185,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,81,1639
0.654065728187561,0.5431925058364868,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,82,1659
0.654209315776825,0.5333333015441895,0.6732673048973083,-0.030293703079223633,0.4297690689563751,0.48849767446517944,0.4489583373069763,83,1679
0.6385918259620667,0.5408450365066528,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,84,1699
0.6401110291481018,0.5497652292251587,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,85,1719
0.6189640164375305,0.5671361684799194,0.7029703259468079,0.0,0.4127907156944275,0.5,0.35148516297340393,86,1739
0.6543977856636047,0.5544601082801819,0.6633663177490234,-0.04822957515716553,0.42536816000938416,0.48145541548728943,0.43070176243782043,87,1759
0.6472586393356323,0.5516431927680969,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,88,1779
0.6301377415657043,0.560093879699707,0.6930692791938782,-0.01953756809234619,0.4093567430973053,0.49295774102211,0.3499999940395355,89,1799
0.6486942768096924,0.559624433517456,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,90,1819
0.6509232521057129,0.5619717836380005,0.6732673048973083,-0.0048236846923828125,0.454054057598114,0.49812206625938416,0.4939209818840027,91,1839
0.6415009498596191,0.565727710723877,0.6732673048973083,-0.057088494300842285,0.40236687660217285,0.47887325286865234,0.3469387888908386,92,1859
0.6444122195243835,0.560563325881958,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,93,1879
0.6442455649375916,0.5464788675308228,0.6633663177490234,-0.07514083385467529,0.3988094925880432,0.47183099389076233,0.34536081552505493,94,1899
0.6349054574966431,0.5746479034423828,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,95,1919
0.6348072290420532,0.5685446262359619,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,96,1939
0.6297889351844788,0.5802817344665527,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,97,1959
0.6438224911689758,0.5582159757614136,0.6732673048973083,-0.057088494300842285,0.40236687660217285,0.47887325286865234,0.3469387888908386,98,1979
0.6584941148757935,0.5666666626930237,0.6732673048973083,0.04251652956008911,0.4950765371322632,0.517370879650116,0.5373737812042236,99,1999
0.6486627459526062,0.5798121690750122,0.6732673048973083,-0.0048236846923828125,0.454054057598114,0.49812206625938416,0.4939209818840027,100,2019
0.654266893863678,0.5563380122184753,0.6732673048973083,0.01941746473312378,0.47569605708122253,0.5077464580535889,0.5199275612831116,101,2039
0.6676133871078491,0.5516431927680969,0.6435643434524536,0.05558443069458008,0.5215789675712585,0.5251173377037048,0.5330246686935425,102,2059
0.6441822648048401,0.5563380718231201,0.6732673048973083,-0.030293703079223633,0.4297690689563751,0.48849767446517944,0.4489583373069763,103,2079
0.6266671419143677,0.6004694700241089,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,104,2099
0.6301791667938232,0.5868544578552246,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,105,2119
0.6439147591590881,0.5727699995040894,0.6732673048973083,-0.0048236846923828125,0.454054057598114,0.49812206625938416,0.4939209818840027,106,2139
0.6608474254608154,0.5699530839920044,0.6534653306007385,0.007858574390411377,0.48296037316322327,0.5032864212989807,0.506118893623352,107,2159
0.6664076447486877,0.5558685064315796,0.6336633563041687,0.018902599811553955,0.5015339255332947,0.5084506869316101,0.5115532875061035,108,2179
0.6474586725234985,0.5704225301742554,0.6732673048973083,-0.0048236846923828125,0.454054057598114,0.49812206625938416,0.4939209818840027,109,2199
0.6373217701911926,0.5835680961608887,0.6732673048973083,-0.057088494300842285,0.40236687660217285,0.47887325286865234,0.3469387888908386,110,2219
0.6235026717185974,0.6009389758110046,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,111,2239
0.6293683648109436,0.6009390354156494,0.6831682920455933,-0.03856039047241211,0.4058823883533478,0.48591548204421997,0.3484848439693451,112,2259
0.6478018164634705,0.5863849520683289,0.6732673048973083,0.01941746473312378,0.47569605708122253,0.5077464580535889,0.5199275612831116,113,2279
